,0
781,"{'cell': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('it', 0.016536316765246358), ('has', 0.01539767235936917), ('been', 0.017984614506310073), ('widely', 0.016870069217221124), ('accepted', 0.016273418492109094), ('that', 0.023608678339343023), ('p', 0.020581238853731667), ('##53', 0.018301193081322355), ('acts', 0.02010205604034158), ('in', 0.0034688070516023317), ('response', 0.018692826001178244), ('to', 0.010336696120392744), ('stresses', 0.008560357905708658), ('and', 0.01928992130446558), ('abnormal', 0.022144483241475284), ('##ities', 0.013309845600269063), ('in', -0.013653817855635946), ('cell', 0.1359946422306834), ('physiology', 0.07354643139627233), ('by', 0.029684269306498996), ('mob', 0.003420640765798075), ('##ili', 0.010378393547504857), ('##zing', 0.016749691126770327), ('the', 0.029854636410365145), ('repair', 0.013335899573120326), ('processes', 0.01383926389944449), ('or', 0.010389131511961738), ('by', 0.018384196458377414), ('removing', 0.006121793567752775), ('the', -0.004949388668689623), ('disease', 0.02800208737840784), ('##d', 0.03806625868368124), ('cells', 0.21717468422679914), ('through', 0.020876418716169264), ('in', 0.02226788835720768), ('##iti', 0.032199939709612574), ('##ating', 0.04761380361857192), ('the', -0.07490995374736571), ('cell', 0.8863125529317833), ('death', 0.34649045332968903), ('programs', 0.04206353928385449), ('.', 0.0394418591049668), ('[SEP]', 0.0)]}, 'cells': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('it', 0.011379903020035232), ('has', 0.011797322065413453), ('been', 0.017192723503461703), ('widely', 0.008367014277388167), ('accepted', 0.02122633547341705), ('that', 0.02938349354277335), ('p', 0.015125935273078563), ('##53', 0.03536462677421546), ('acts', 0.030197449413097852), ('in', 0.011652114405465933), ('response', 0.02512282182080009), ('to', 0.011367784612119111), ('stresses', 0.0010485490153063779), ('and', 0.019464645494643294), ('abnormal', 0.008575167603592062), ('##ities', 0.0057559728466221715), ('in', 0.010713884860297581), ('cell', 0.09899635859880741), ('physiology', 0.024421435263699245), ('by', 0.015160308394642686), ('mob', 0.009869487276136006), ('##ili', 0.014838001619277076), ('##zing', 0.01655108792743652), ('the', 0.022505658984914818), ('repair', 0.011877375949723745), ('processes', 0.02570907935588005), ('or', 0.01376829840788473), ('by', 0.027217822858111033), ('removing', 0.048100462597608834), ('the', 0.010620540269044507), ('disease', 0.03710972634498599), ('##d', 0.1018912757460329), ('cells', 0.9714871596727019), ('through', 0.03473686025929714), ('in', 0.01236395834561705), ('##iti', 0.02456667570430143), ('##ating', 0.04326296508838857), ('the', -0.02309457791778019), ('cell', 0.12088636471693295), ('death', 0.059503364472729484), ('programs', 0.01361052800236715), ('.', 0.005070789056218549), ('[SEP]', 0.0)]}}"
782,{}
783,"{'h': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('31', 0.0007734141077790023), ('##p', 0.03447240986629918), ('m', 0.03579689316434212), ('##r', 0.08034686815922602), ('s', 0.04752754024671484), ('##pect', 0.006149538191565851), ('##ra', 0.06103101680908751), ('showed', 0.03529371777357255), ('that', 0.06827327570197178), ('p', 0.03500308192935729), ('##hos', 0.009655987947619186), ('##ph', 0.033237710262382376), ('##oc', 0.012185336323249151), ('##rea', -0.00325748813464815), ('##tine', 0.025386056864582864), ('was', 0.027343565207831638), ('present', 0.04552968857638076), ('in', 0.051243337661711935), ('h', 0.09193499302249399), ('##5', 0.14168492704537305), ('s', 0.12326638892394562), ('##pher', 0.14362691170289252), ('##oids', 0.3174457627029967), ('but', 0.04677586013843714), ('not', 0.0590494528619893), ('in', 0.10863735929947177), ('h', 0.11853203819202802), ('##4', 0.5008502209012032), ('s', 0.12386030447618535), ('##pher', 0.2365507319953385), ('##oids', 0.6653935732996226), ('or', 0.08468487216520153), ('tumors', -0.03434739789116035), ('.', -0.02398882082415524), ('[SEP]', 0.0)]}, '[SEP]': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('31', 0.11379492135885876), ('##p', -0.05497564344676601), ('m', -0.03378067739751227), ('##r', 0.04614368570827437), ('s', 0.0814996046673067), ('##pect', 0.11095111499312837), ('##ra', 0.05155553610807857), ('showed', 0.009528168641985198), ('that', 0.04610238099498898), ('p', -0.032730442455444035), ('##hos', 0.020775668329075188), ('##ph', 0.00498923759155768), ('##oc', -0.00793630760472246), ('##rea', 0.04231911301666311), ('##tine', 0.0880953293213319), ('was', 0.04128251727519629), ('present', -0.01773868602574229), ('in', 0.0161795663805224), ('h', 0.17401890430612518), ('##5', -0.06190390149042067), ('s', 0.1821275282003887), ('##pher', 0.45412983682521885), ('##oids', 0.5738677194451846), ('but', 0.03997656962324566), ('not', 0.018361480124178944), ('in', -0.04667496864941947), ('h', -0.021256276453796037), ('##4', -0.10921444078203561), ('s', 0.06646815921871599), ('##pher', 0.25277858782305374), ('##oids', 0.3663726548848353), ('or', 0.07127556916499857), ('tumors', 0.33994967492456507), ('.', -0.031333123228704254), ('[SEP]', 0.0)]}}"
784,{}
785,"{'a': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('they', 0.00841074002288026), ('don', 0.04904157996451468), (""'"", 0.0551227480807305), ('t', 0.03127895947409196), ('compete', 0.018843596040413527), ('with', -0.04852556365918926), ('125', -0.02518542489767048), ('##i', 0.0397480275183306), ('e', -0.03421866686212917), ('##g', 0.0014559613402651364), ('##f', 0.007432689791797837), ('for', -0.019105499617152726), ('binding', 0.04393612669082238), ('on', -0.012692326121305558), ('the', -0.044111415239939306), ('e', 0.009306501945092282), ('##g', 0.01974468298423068), ('##f', 0.010654552592558073), ('receptors', 0.06000245263162748), ('of', -0.025581083692824583), ('the', -0.03811852353191457), ('membrane', 0.02300671566363484), ('of', -0.006269990166728213), ('a', -0.18586764444811982), ('##43', 0.9646341836457902), ('##1', 0.03849502886914836), ('cells', 0.09765001838749211), ('.', -0.0017540222320078854), ('[SEP]', 0.0)]}}"
786,{}
787,{}
788,"{'cells': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('g', 0.008998079354015287), ('(', 0.007390871801469429), ('i', 0.001970241429743285), (')', 0.0055778114858095525), ('protein', 0.004717227553041923), (',', 0.0011257733441208523), ('p', 0.006195242408523734), ('##hos', -0.007967119834598975), ('##pha', 0.0099900221399969), ('##ti', 0.01714820366436272), ('##dy', 0.006610431989451562), ('##lino', 0.01472817540232475), ('##si', 0.018765518638616984), ('##to', 0.02112355011143403), ('##l', 0.023258101692121076), ('-', 0.01856589536419245), ('3', 0.027450519013139912), ('kinase', 0.004766976479166991), ('(', 0.023525722251116505), ('p', 0.012041500795430933), ('##i', 0.023371695421501845), ('##3', 0.010465016074888417), ('##k', 0.006071531624572883), (')', 0.02408371474180418), (',', -0.00010320423303862312), ('p', 0.009212916702077748), ('##38', 0.013524782045310137), ('mit', 0.0039286442365203565), ('##ogen', 0.01127683749740223), ('-', 0.004847202236778659), ('activated', 0.0031589916764588055), ('protein', 0.008320278184796545), ('kinase', -0.003909472802109509), ('(', 0.0056734024154077465), ('map', 0.00011824997231895045), ('##k', 0.010690610511764245), (')', 0.010774331852415362), (',', 0.0015242899576186698), ('c', 0.00013841144292159481), ('##yt', 0.007406833244129689), ('##oso', 0.010180248663295453), ('##lic', 0.012241820819916703), ('p', 0.000797500886999101), ('##hos', -0.010414144259855415), ('##ph', 0.006831137126125624), ('##oli', 0.004526346621662222), ('##pas', -0.017820190889187452), ('##e', 0.0033441320585199156), ('a', 0.0096073104152773), ('(', -0.009618939128362198), ('2', 0.004627794418348707), (')', 0.0013642953580866974), ('and', -0.04475634907560965), ('u', 0.023427842784952937), ('##rok', -0.02458452280220659), ('##inas', -0.017201548281675243), ('##e', 0.012666976645060609), ('type', -0.0008099398500057239), ('p', 0.023252729005385914), ('##las', 0.021472165408222534), ('##min', 0.010757190564435432), ('##ogen', 0.027455644530506165), ('act', -0.012557356762295274), ('##iva', -0.0034995275412261235), ('##tor', 0.010611650461672702), ('(', -0.008161195980183274), ('up', -0.013516701945575867), ('##a', -0.0015112835020325277), (')', -0.008824264899704918), ('are', 0.028421563899101766), ('required', 0.11621968379135435), ('for', 0.25415699034875816), ('l', 0.4545635742895078), ('##pa', -0.08839747062441512), ('-', 0.5604768335981104), ('induced', 0.5773026215639158), ('cells', -0.1845832187732973), ('invasion', 0.06291879025667246), ('.', 0.08894790042503835), ('[SEP]', 0.0)]}}"
789,{}
790,{}
791,"{'[SEP]': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('here', 0.01811961743912563), (',', -0.005428360964846986), ('we', 0.006952712210451767), ('examined', -0.007866228535053319), ('the', -0.0012325299443228105), ('function', 0.005387694185364914), ('of', 0.01394222843751461), ('c', 0.019745068935642072), ('-', 0.017489651647602605), ('ski', 0.014794502844932543), ('in', 0.01044862728507763), ('human', 0.07708522523864643), ('di', -0.00497275035868276), ('##ff', -0.010411017743725489), ('##use', -0.013994430514669576), ('-', -0.011720503893848079), ('type', 0.04871488132574569), ('gas', -0.010334545818129945), ('##tric', -0.01820210361513506), ('car', -0.042114246766084086), ('##cin', 0.03501643994247296), ('##oma', 0.0712699398295864), ('o', 0.13423717444415162), ('##cum', 0.18719555834829213), ('-', 0.14858970642652722), ('2', 0.04111571487842875), ('##m', -0.03009940778996008), ('##ln', -0.051692759224786534), ('cells', 0.9489101328865867), ('.', 0.012025503624781725), ('[SEP]', 0.0)]}}"
792,{}
793,{}
794,"{'e': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('20', 0.012831800862889391), ('-', 0.006010579310555344), ('he', 0.006318442677634533), ('##te', 0.01520493831054772), ('also', 0.022874686801618933), ('increased', 0.01792405201428731), ('the', 0.011176466340445602), ('p', 0.003073726041230346), ('##hos', -0.0008768464166316954), ('##ph', 0.0035953311577059032), ('##ory', 0.014040288606925107), ('##lation', 0.02107044810493532), ('of', 0.015575524662821763), ('p', 0.02612174661884721), ('##42', 0.026976603395750098), ('/', 0.030397658951791817), ('p', 0.027013408956444496), ('##44', 0.022860648227883456), ('mit', 0.01104277189356322), ('##ogen', 0.025118780545822447), ('-', 0.012069665339672474), ('activated', 0.02394190170489197), ('protein', 0.025608138011676843), ('kinase', 0.04587817341621489), ('(', 0.04816227888828806), ('map', 0.08319252427152785), ('##k', 0.08122666718703545), (')', 0.012265362151225414), ('in', 0.5618716401493435), ('e', 0.39409718568985275), ('##c', 0.5769834860637191), (',', 0.31878840275123815), ('whereas', -0.10926239809016045), ('an', 0.02181033250139423), ('inhibitor', 0.06479812252054198), ('of', 0.026341203433026233), ('map', 0.047969909942772976), ('##k', 0.0682340203954201), ('[', 0.0833431715624239), ('u', 0.05784339433339477), ('##01', 0.008768912922269804), ('##26', 0.049705129686143344), (',', 0.013419536574766803), ('1', 0.044587176174425695), (',', 0.007027620515118859), ('4', 0.02339723126880532), ('-', 0.04225201152705497), ('di', 0.008951408519362504), ('##ami', 0.016214030739368383), ('##no', 0.01639783025549661), ('-', 0.02014539638787124), ('2', 0.03734133120404975), (',', 0.010711759300238398), ('3', 0.01540379171256622), ('-', 0.022032459647727), ('di', 0.014223399736932266), ('##cy', 0.019263254521418086), ('##ano', 0.016401295730719447), ('-', 0.017834796073036955), ('1', 0.029430701186821534), (',', 0.012296805644998193), ('4', 0.01100554390287027), ('-', 0.02950045857513818), ('bi', 0.025532202058763935), ('##s', 0.02418631831846226), ('(', 0.015584169518908609), ('2', 0.011922511316102714), ('-', 0.024111511064097552), ('amino', 0.012768272398771338), ('##phe', 0.01720212844117927), ('##ny', 0.025497101472823552), ('##lt', 0.01445250117349351), ('##hi', 0.017676942829561844), ('##o', 0.017817335424262032), (')', 0.028318260782872015), ('but', 0.010640880032326983), ('##adi', 0.03548104216817454), ('##ene', 0.046814086878304954), (']', 0.015744609928957605), ('suppressed', 0.04103130105276659), ('the', 0.006648188772600413), ('pro', 0.01001023103862883), ('##life', 0.014181037840331763), ('##rative', 0.02349211689434466), ('and', 0.019182262362359336), ('the', 0.008388543695184287), ('ve', 0.004593831743008862), ('##g', 0.011918809482777707), ('##f', 0.03699969764974623), ('changes', 0.017560978742432478), ('but', 0.011329658667251897), ('not', 0.02263007082359652), ('the', 0.030112841803836547), ('pro', 0.015167075159557522), ('-', 0.013668966079826081), ('o', 0.018855694684986875), ('##xi', 0.03935943686600398), ('##dant', 0.015829002877761907), ('effects', 0.03586544551875392), ('of', 0.01283757731650766), ('20', 0.011425130010998484), ('-', 0.014871909728122254), ('he', 0.012312987167428376), ('##te', 0.022472242395025127), ('.', -0.004540898665716732), ('[SEP]', 0.0)]}}"
795,{}
796,"{'cells': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('after', -0.001533620286319161), ('4', -0.043907974352628436), ('days', -0.06286077478035887), (',', -0.016976111828323093), ('these', 0.977094861944117), ('cells', -0.15035775621169437), ('are', 0.037355252717221864), ('harvested', -0.05806045353393902), ('and', -0.036097609235906), ('c', 0.012392697633077644), ('##yt', 0.040288521243160194), ('##os', 0.029391025906610517), ('##pin', -0.009514036538242425), ('##s', 0.019607817830598336), ('made', 0.07391766372592551), ('for', 0.021620613598033595), ('im', -0.020295550266741576), ('##mu', 0.009304895874087074), ('##nos', 0.02549854558177166), ('##taining', -0.007620799730664351), ('.', 0.013609013373154219), ('[SEP]', 0.0)]}}"
797,{}
798,{}
799,"{'bone': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('there', 0.026151365579484227), ('is', -0.0018546956685202291), ('evidence', 0.015270110384735958), ('in', 0.010485962884969826), ('experimental', 0.08340432199409703), ('and', -0.003041643213913206), ('clinical', 0.0524912000414985), ('studies', 0.02822627063236956), ('that', -0.034393459094419876), ('adult', 0.11710271441568876), ('bone', -0.08056204050454786), ('ma', 0.05023035845472958), ('##rrow', 0.4425647110132981), ('-', -0.11076486944853259), ('derived', 0.49358991571914623), ('stem', 0.5227939169857738), ('cells', 0.4472846298610344), ('and', 0.034196575697441), ('end', -0.017460136189742376), ('##oth', -0.027698379740079878), ('##eli', -0.012509729193504108), ('##al', -0.08751982447583147), ('pro', -0.00619010520245217), ('##gen', 0.007727180055015163), ('##itor', 0.03399181577093457), ('cells', 0.021881910915384824), ('participate', 0.0438086415067859), ('in', -0.013488451826014108), ('the', -0.03094715535485784), ('development', 0.030832083630298913), ('of', 0.016906495762828044), ('new', 0.037641387773563656), ('blood', 0.05294287526143432), ('vessels', 0.09263007893971148), (',', 0.034990900997990404), ('called', 0.042206771803791905), ('neo', -0.017168064827373396), ('##ang', 0.03937097482579986), ('##io', -0.002694366668309111), ('##genesis', 0.019494316681783908), ('or', 0.03446916516524266), ('neo', 0.025090937486131677), ('##vas', 0.042117046594889115), ('##cular', 0.028452302374685597), ('##ization', 0.028580604537199555), ('.', 0.007813360001576548), ('[SEP]', 0.0)]}, 'end': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('there', 0.004662165555636492), ('is', 0.01577973551095231), ('evidence', 0.0366921066329954), ('in', 0.04598496772851925), ('experimental', 0.029098732992883874), ('and', 0.040111035797887676), ('clinical', 0.025848086851224777), ('studies', 0.02626651574049218), ('that', 0.03402328345378412), ('adult', 0.03424834118225346), ('bone', 0.024179900453298833), ('ma', 0.02518198869402147), ('##rrow', 0.024035457297996478), ('-', -0.0030197227618173786), ('derived', 0.017533671374487234), ('stem', 0.0364609517745327), ('cells', 0.1324831060087661), ('and', 0.09343151905503719), ('end', 0.09839461184053569), ('##oth', 0.09343311088963992), ('##eli', 0.12291573191150428), ('##al', 0.08187657934933812), ('pro', 0.14263365078238205), ('##gen', 0.0695325927352224), ('##itor', 0.3268060825329017), ('cells', 0.8834306621457606), ('participate', 0.0475001356294246), ('in', 0.04624444307002827), ('the', 0.0009421524879909074), ('development', 0.005527560937594095), ('of', 0.028306396301456253), ('new', 0.01217758085731413), ('blood', 0.019143046482189292), ('vessels', 0.012325267136817312), (',', 0.013478786641735765), ('called', 0.02056203900682691), ('neo', 0.013697843728847107), ('##ang', 0.009168858064040759), ('##io', 0.006622235217696487), ('##genesis', 0.02075632297468418), ('or', 0.009792955153072899), ('neo', 0.007181685101673082), ('##vas', 0.005950871725038724), ('##cular', 0.015101102119240942), ('##ization', 0.0094508920711139), ('.', -0.0008844942183319404), ('[SEP]', 0.0)]}, '[SEP]': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('there', 0.053824386834169194), ('is', -0.01663371363437914), ('evidence', -0.009228027931458958), ('in', -0.039602349421205045), ('experimental', 0.04196298212901476), ('and', 0.033589441167314854), ('clinical', -0.013651991043746358), ('studies', 0.010754702362440275), ('that', 0.08093166310354076), ('adult', 0.1701055141491847), ('bone', -0.016780780569219018), ('ma', 0.09477932711987923), ('##rrow', 0.4338614148409928), ('-', -0.016407195365184), ('derived', 0.3835525627320119), ('stem', 0.3746434637903529), ('cells', 0.30439905258728606), ('and', 0.046723667312764595), ('end', -0.04559334904128613), ('##oth', 0.007407343492837307), ('##eli', 0.08304158234675568), ('##al', -0.045141813268158755), ('pro', -0.013921394780434531), ('##gen', 0.028327968838847303), ('##itor', 0.238126564772313), ('cells', 0.3421737032721316), ('participate', 0.11314359513070375), ('in', 0.03957344188629537), ('the', 0.0006849857207305137), ('development', 0.005442820193110966), ('of', 0.026704722660095374), ('new', 0.0900547651173006), ('blood', 0.06897810719449327), ('vessels', 0.3007649089094055), (',', 0.08456011261753792), ('called', -0.1271592616292631), ('neo', -0.04886072564413975), ('##ang', -0.03126785643449254), ('##io', 0.10916015068028967), ('##genesis', 0.08971334337880586), ('or', 0.13159766834334244), ('neo', -0.052174200508644415), ('##vas', 0.04198250662035718), ('##cular', 0.03490997227582211), ('##ization', 0.009846934230727111), ('.', 0.04855356275811905), ('[SEP]', 0.0)]}}"
